problem,size,method,instance_seed,hv_ratio,num_nondominated,wallclock_sec,num_evals
Bi-TSP,50,WS-heuristic,80008,0.8182609689243007,9,2.069819873024244,36437
Bi-TSP,50,NSGA-II,80008,0.27134403078598834,3,1.1042005979688838,1600
Bi-TSP,50,BO,80008,0.0923219198842255,3,2.3329314590082504,396
Bi-TSP,50,D&L,80009,0.04356041271667325,3,18.897316057002172,1680
Bi-TSP,50,D&L-TS,80009,0.05358942869574202,3,18.286308381007984,1680
Bi-TSP,50,WS-heuristic,80009,0.7713601192712063,10,1.603770521003753,34087
Bi-TSP,50,NSGA-II,80009,0.190105182640493,5,0.5300550129613839,1600
Bi-TSP,50,BO,80009,0.06113406287401746,3,2.751192716008518,396
Bi-TSP,50,D&L,80010,0.05973635347937217,3,20.623731661005877,1680
Bi-TSP,50,D&L-TS,80010,0.052775892071382995,3,18.555993416986894,1680
Bi-TSP,50,WS-heuristic,80010,0.7803239218334336,9,1.5198988239862956,36437
Bi-TSP,50,NSGA-II,80010,0.14197169667253068,8,0.5703233359963633,1600
Bi-TSP,50,BO,80010,0.06767345656774863,7,3.497159468999598,396
Bi-TSP,50,D&L,80011,0.0872794632780528,3,17.8709039039677,1680
Bi-TSP,50,D&L-TS,80011,0.08931685966196302,2,17.95709890994476,1680
Bi-TSP,50,WS-heuristic,80011,0.8184986371081764,7,1.0361158339655958,31737
Bi-TSP,50,NSGA-II,80011,0.2743202377935859,3,0.4401803420041688,1600
Bi-TSP,50,BO,80011,0.12306075633901578,3,2.759690237988252,396
Bi-TSP,50,D&L,80012,0.05293232314895686,3,16.089510031975806,1680
Bi-TSP,50,D&L-TS,80012,0.056779307586001075,2,16.77259020198835,1680
Bi-TSP,50,WS-heuristic,80012,0.768804996749563,10,1.2401126240147278,36437
Bi-TSP,50,NSGA-II,80012,0.2141503107093061,4,0.4353358179796487,1600
Bi-TSP,50,BO,80012,0.09290682195861295,3,1.8479190429789014,396
Bi-TSP,50,D&L,80013,0.06308247163282145,3,14.640844918962102,1680
Bi-TSP,50,D&L-TS,80013,0.06762244666479042,4,20.78795359801734,1680
Bi-TSP,50,WS-heuristic,80013,0.809255732939166,9,1.4880035649985075,34087
Bi-TSP,50,NSGA-II,80013,0.2390372362699902,8,0.6353792609879747,1600
Bi-TSP,50,BO,80013,0.07527055534494057,5,5.479388017964084,396
Bi-TSP,50,D&L,80014,0.047860998023380584,2,16.525763229990844,1680
Bi-TSP,50,D&L-TS,80014,0.04971833895059693,3,15.106563975976314,1680
Bi-TSP,50,WS-heuristic,80014,0.8386227461555332,9,1.4582757830503397,36437
Bi-TSP,50,NSGA-II,80014,0.18346142975680071,3,0.484505758038722,1600
Bi-TSP,50,BO,80014,0.08187842571479938,2,3.155184213013854,396
